14871,384279
1,11759
1,12030
2,5385
2,9744
3,1618
3,7254
3,8784
3,10515
3,11721
3,13414
4,6452
4,8501
5,10275
6,20
6,56
6,61
6,117
6,198
6,250
6,518
6,601
6,605
6,1016
6,1042
6,1045
6,1050
6,1120
6,1179
6,1208
6,1213
6,1234
6,1235
6,1265
6,1280
6,1471
6,1479
6,1487
6,1502
6,1522
6,1636
6,1661
6,1690
6,1849
6,1968
6,2057
6,2114
6,2119
6,2200
6,2212
6,2219
6,2223
6,2290
6,2424
6,2465
6,2555
6,2718
6,2775
6,2816
6,2821
6,2899
6,2951
6,3136
6,3198
6,3233
6,3302
6,3435
6,3444
6,3459
6,3521
6,3523
6,3567
6,3592
6,3656
6,3801
6,3910
6,4006
6,4085
6,4124
6,4167
6,4169
6,4183
6,4262
6,4279
6,4593
6,4687
6,4840
6,4893
6,4941
6,5008
6,5024
6,5088
6,5129
6,5245
6,5255
6,5275
6,5330
6,5335
6,5389
6,5395
6,5403
6,5551
6,5552
6,5613
6,5695
6,5763
6,5960
6,6082
6,6113
6,6215
6,6251
6,6326
6,6354
6,6381
6,6468
6,6519
6,6613
6,6631
6,6648
6,6664
6,6691
6,6816
6,6828
6,6869
6,6933
6,6983
6,7099
6,7126
6,7136
6,7168
6,7254
6,7282
6,7428
6,7521
6,7526
6,7549
6,7638
6,7669
6,7797
6,7925
6,7941
6,7942
6,7970
6,8061
6,8078
6,8152
6,8227
6,8247
6,8281
6,8299
6,8315
6,8320
6,8581
6,8615
6,8657
6,8784
6,8835
6,8852
6,8866
6,8908
6,8978
6,8981
6,9020
6,9159
6,9168
6,9216
6,9262
6,9296
6,9399
6,9406
6,9425
6,9431
6,9476
6,9486
6,9495
6,9512
6,9544
6,9547
6,9628
6,9686
6,9908
6,9910
6,10050
6,10055
6,10087
6,10095
6,10098
6,10111
6,10199
6,10381
6,10413
6,10515
6,10654
6,10672
6,10693
6,10904
6,10916
6,11005
6,11069
6,11201
6,11334
6,11354
6,11392
6,11463
6,11626
6,11695
6,11719
6,11721
6,11740
6,11762
6,11770
6,11792
6,11816
6,11851
6,11857
6,11861
6,11881
6,12030
6,12047
6,12304
6,12428
6,12494
6,12498
6,12560
6,12598
6,12639
6,12654
6,12791
6,12842
6,12863
6,12875
6,13104
6,13139
6,13152
6,13153
6,13212
6,13246
6,13299
6,13347
6,13414
6,13647
6,13654
6,13677
6,13703
6,13741
6,13794
6,13835
6,13843
6,13905
6,13973
6,14105
6,14117
6,14133
6,14294
6,14318
6,14367
6,14376
6,14406
6,14446
6,14486
6,14499
6,14514
6,14553
6,14596
6,14660
6,14696
6,14711
6,14762
6,14782
7,533
7,859
7,871
7,921
7,949
7,1016
7,1089
7,1224
7,1335
7,1377
7,1479
7,1747
7,1806
7,1826
7,1946
7,2309
7,2508
7,2772
7,2842
7,2893
7,3435
7,3451
7,3733
7,3843
7,3863
7,3966
7,4021
7,4104
7,4284
7,4350
7,4352
7,4404
7,4507
7,4621
7,4664
7,4706
7,4736
7,4851
7,5111
7,5194
7,5229
7,5241
7,5539
7,5778
7,5814
7,5977
7,6149
7,6218
7,6355
7,6467
7,6487
7,6632
7,6710
7,6799
7,6862
7,6864
7,6992
7,7136
7,7517
7,7530
7,7692
7,7900
7,7925
7,7942
7,8024
7,8132
7,8187
7,8247
7,8278
7,8299
7,8320
7,8334
7,8335
7,8572
7,8693
7,9073
7,9377
7,9380
7,9437
7,9501
7,9532
7,9818
7,9827
7,10055
7,10107
7,10111
7,10186
7,10221
7,10346
7,10357
7,10589
7,10693
7,10739
7,10986
7,10993
7,11046
7,11319
7,11553
7,11619
7,11714
7,11743
7,11759
7,11770
7,11792
7,11959
7,12158
7,12182
7,12309
7,12670
7,12760
7,13238
7,13319
7,13392
7,13414
7,13431
7,13513
7,13574
7,13810
7,14376
7,14514
7,14556
7,14636
7,14653
8,20
8,289
8,307
8,1288
8,1309
8,1479
8,2188
8,2775
8,3496
8,4210
8,5552
8,6016
8,6230
8,6710
8,7177
8,7317
8,8637
8,9034
8,9512
8,9743
8,10098
8,10583
8,11042
8,11216
8,11792
8,12064
8,13237
8,13414
8,13826
8,14617
8,14671
10,1120
10,1251
10,1479
10,1863
10,2602
10,2928
10,4532
10,4580
10,6021
10,6131
10,7925
10,8598
10,9512
10,9532
10,9607
10,9906
10,10015
10,10617
10,11498
10,11841
10,12264
10,12985
10,13685
11,669
11,1179
11,1479
11,2131
11,2479
11,2697
11,3410
11,3531
11,3657
11,5004
11,5395
11,5695
11,5801
11,6326
11,6432
11,6768
11,7168
11,7308
11,8323
11,8480
11,8545
11,8784
11,8930
11,9400
11,9484
11,9652
11,10322
11,11770
11,12029
11,12118
11,12690
11,12830
11,13216
11,13612
11,13843
11,13911
12,1497
12,1649
12,4801
12,4922
12,6959
13,1400
13,1479
13,1725
13,2508
13,3051
13,4084
13,8223
13,9512
13,13526
14,356
14,723
14,862
14,1069
14,1291
14,1479
14,1730
14,2341
14,2355
14,2555
14,2777
14,3220
14,3956
14,4460
14,4578
14,5395
14,5418
14,5514
14,5695
14,6230
14,6326
14,6818
14,7658
14,8092
14,8135
14,9034
14,9087
14,9431
14,9512
14,9727
14,9965
14,10693
14,10993
14,11770
14,11792
14,12053
14,13341
14,13414
14,13788
14,14105
14,14376
14,14405
14,14596
14,14869
15,307
15,1251
15,1946
15,4571
15,5208
15,5255
15,8340
15,9512
15,10186
15,11770
15,11792
15,13431
15,14762
16,1826
16,5000
16,6406
16,9168
17,8625
17,9666
18,9512
19,61
19,89
19,141
19,227
19,250
19,362
19,459
19,584
19,636
19,723
19,771
19,800
19,829
19,858
19,859
19,1018
19,1042
19,1078
19,1120
19,1179
19,1251
19,1272
19,1309
19,1353
19,1400
19,1471
19,1479
19,1487
19,1515
19,1535
19,1539
19,1625
19,1649
19,2108
19,2114
19,2140
19,2246
19,2408
19,2430
19,2505
19,2555
19,2604
19,2635
19,2656
19,2754
19,2775
19,2821
19,2862
19,2885
19,2951
19,3136
19,3198
19,3260
19,3306
19,3435
19,3485
19,3487
19,3498
19,3521
19,3639
19,3708
19,3766
19,3784
19,3799
19,3910
19,3939
19,4021
19,4067
19,4085
19,4129
