1,155
1,697
1,722
1,1118
1,1701
1,2191
1,3034
1,4167
1,4225
1,5921
1,6424
1,7480
1,7497
1,7976
1,10275
1,10332
1,10588
1,10929
1,11946
1,12046
1,13052
1,14007
1,14053
2,1244
2,1293
2,2078
2,2148
2,2482
2,2827
2,3070
2,3376
2,3926
2,4015
2,4126
2,4414
2,5931
2,6038
2,6947
2,7207
2,8023
2,8406
2,8610
2,8735
2,9396
2,10020
2,11246
2,11368
2,11565
2,11689
2,12080
2,12389
2,12519
2,12615
2,12898
2,13556
2,13952
2,14138
2,14189
3,1427
3,3972
3,4638
3,8060
3,10269
3,12919
3,13025
3,13832
4,14
4,2141
4,3226
4,5203
4,5211
4,5401
4,5641
4,7823
4,9070
4,10080
4,10594
4,13929
5,31
5,162
5,1624
5,1743
5,2827
5,3889
5,4011
5,5109
5,7138
5,7183
5,7207
5,7932
5,8069
5,9217
5,11335
5,12886
5,13122
6,898
6,1025
6,1925
6,3964
6,4004
6,4921
6,6294
6,6308
6,6309
6,6805
6,7696
6,7783
6,8569
6,8824
6,10877
6,11247
6,12857
6,13438
6,13676
6,13888
7,194
7,3337
7,3673
7,3882
7,5235
7,6308
7,6309
7,6610
7,7964
7,9591
7,9824
7,10081
7,11879
8,1101
8,3547
8,7232
8,10080
9,3255
9,6309
9,6732
9,10992
10,1423
11,5816
11,9337
11,9387
11,10160
11,11144
12,2148
12,2227
12,2529
12,3976
12,4878
12,5319
12,7079
12,8630
12,10668
12,11859
12,11879
12,12928
12,13798
13,61
13,162
13,205
13,497
13,1303
13,1512
13,2231
13,2972
13,3400
13,3402
13,3708
13,3775
13,3926
13,5007
13,5567
13,9025
13,9190
13,9350
13,9394
13,9997
13,10020
13,10598
13,11023
13,12248
13,12343
13,12460
13,14059
14,162
14,11171
15,162
16,1125
16,4080
16,6939
16,7180
16,8569
16,9788
16,10153
16,10499
16,10588
16,10978
16,13798
17,2016
17,3341
17,3882
17,6610
17,8354
17,9824
17,10375
17,12667
18,194
18,1404
18,2646
18,3311
18,3709
18,5170
18,6610
18,7126
18,7497
18,8333
19,11377
20,6463
20,11224
21,4422
21,7269
21,8776
21,10248
21,12744
21,13010
21,13506
22,31
22,1242
22,1772
22,1876
22,2618
22,2819
22,3583
22,4167
22,4247
22,4461
22,4530
22,4598
22,4960
22,5129
22,5583
22,5802
22,6761
22,6992
22,7611
22,8023
22,8054
22,8254
22,8557
22,8918
22,9217
22,9738
22,10880
22,11156
22,12574
22,12796
22,13537
22,13894
22,14285
23,1346
23,4006
23,4775
23,5716
23,5906
23,6774
23,11718
23,12047
23,13249
24,162
24,1790
24,1924
24,1947
24,2589
24,2827
24,3050
24,3976
24,5770
24,7226
24,9291
24,10978
25,3156
25,6743
25,7071
25,7275
25,9458
25,11069
25,13068
26,162
26,638
26,1452
26,1716
26,1790
26,3617
26,4034
26,6743
26,7207
26,7497
26,10729
26,11206
26,11879
26,13634
27,4414
27,6567
27,10735
27,13365
28,6235
28,7497
28,10978
29,31
29,162
29,254
29,301
29,954
29,1025
29,1416
29,1462
29,1547
29,1790
29,1947
29,2016
29,2580
29,2592
29,2638
29,2693
29,2819
29,2827
29,3055
29,3118
29,3201
29,3583
29,3788
29,3882
29,3889
29,3964
29,4004
29,4992
29,5165
29,5203
29,5316
29,5356
29,5591
29,5749
29,6109
29,6308
29,6309
29,6614
29,6920
29,7149
29,7723
29,7926
29,7997
29,8023
29,8610
29,9286
29,9377
29,9400
29,9519
29,9619
29,9670
29,10080
29,10323
29,10637
29,10665
29,10836
29,10977
29,10978
29,11079
29,11368
29,11480
29,11565
29,12310
29,12333
29,12529
29,12728
29,12852
29,12951
29,13150
29,13158
29,13263
29,13311
29,13337
29,13445
29,13633
29,13634
29,13964
30,162
30,884
30,1152
30,7497
30,7834
30,9333
30,10716
30,14023
31,40
31,48
31,75
31,81
31,90
31,95
31,124
31,135
31,155
31,162
31,163
31,219
31,220
31,227
31,236
31,254
31,255
31,269
31,279
31,285
31,286
31,291
31,301
31,339
31,351
31,362
31,384
31,402
31,409
31,413
31,415
31,484
31,496
31,498
31,519
31,531
31,551
31,569
31,583
31,602
31,630
31,634
31,638
31,641
31,645
31,647
31,650
31,686
31,697
31,704
31,708
31,718
31,752
31,754
31,767
31,774
31,787
31,792
31,793
31,832
31,843
31,865
31,869
